key.projectId,key.userId,key.sourceId,value.time,value.timeCompleted,value.timeNotification,value.name,value.version,value.answers.0.questionId,value.answers.0.value,value.answers.0.startTime,value.answers.0.endTime,value.answers.1.questionId,value.answers.1.value,value.answers.1.startTime,value.answers.1.endTime,value.answers.2.questionId,value.answers.2.value,value.answers.2.startTime,value.answers.2.endTime,value.answers.3.questionId,value.answers.3.value,value.answers.3.startTime,value.answers.3.endTime,value.answers.4.questionId,value.answers.4.value,value.answers.4.startTime,value.answers.4.endTime,value.answers.5.questionId,value.answers.5.value,value.answers.5.startTime,value.answers.5.endTime,value.answers.6.questionId,value.answers.6.value,value.answers.6.startTime,value.answers.6.endTime,value.answers.7.questionId,value.answers.7.value,value.answers.7.startTime,value.answers.7.endTime,value.answers.8.questionId,value.answers.8.value,value.answers.8.startTime,value.answers.8.endTime,value.answers.9.questionId,value.answers.9.value,value.answers.9.startTime,value.answers.9.endTime
INSOLATION_TEST,076bcb23-8ab4-4a02-b013-043eb24e3da1,94a7d16b-2437-4a1d-a7df-ba7f5f4540d9,1.719333454385E9,1.719333494516E9,1.7193042E9,UCLA,version,ucla_1,2,1.719333454385E9,1.719333458561E9,ucla_2,3,1.719333454385E9,1.719333462538E9,ucla_3,2,1.719333454385E9,1.719333474234E9,ucla_4,3,1.719333454385E9,1.719333476848E9,ucla_5,2,1.719333454385E9,1.719333480704E9,ucla_6,1,1.719333454385E9,1.719333483728E9,ucla_7,2,1.719333454385E9,1.719333486696E9,ucla_8,2,1.719333454385E9,1.719333489363E9,ucla_9,1,1.719333454385E9,1.719333491938E9,ucla_10,3,1.719333454385E9,1.719333494516E9
